번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL,신청기간,지원대상,사업개요,해시태그,지원분야중분류,조회수
265,경기도,기초자치단체,수출,[경기] 양주시 2026년 해외전시회 참가기업 지원사업 모집 공고,2026-08-19,2026-09-09,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125654,,중소기업,"관내 중소기업의 수출판로 개척을 위해 해외전시회 참가비 및 전시마케팅 교육을 지원하는 「2026년 양주시 해외전시회 참가기업 지원사업」을 추진하오니 많은 신청 바랍니다. ☞ ‘26. 1.1 ~ 11.30 개최 해외전시회 개별 참가기업 - 본사 또는 공장이 경기도 양주시에 소재한 기업 - 전년도 수출금액 2,000만불 이하 기업 - 중소기업기본법 제2조에 의한 중소기업 ☞ 해외전시회 직접비용 (부스 임차료(필수), 부스 장치비) - 전시품 해상/항공 편도(한국에서 해외로의) 운송비용 1CBM 이내 (100만원 한도) - 전시회 현지 ","수출,경기,2026,수출판로,부스임차비,운송비,양주시,해외전시회,기초자치단체,전시회,경기도,마케팅,중소기업",시장개척,1422
266,경기도,기초자치단체,경영,[경기] 양주시 2027년 기업환경 개선사업 참여기업 모집 공고,2026-08-19,2026-09-03,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125651,,중소기업,"중소기업의 열악한 기반시설 및 노동ㆍ작업환경 개선을 통해 기업이 경영활동에 전념할 수 있도록 함으로써 지역경제 활성화 및 일자리 창출 도모를 위한 2027년 기업환경 개선사업 참여기업을 모집하오니 많은 참여 바랍니다. ☞ 관내 중소기업(제조업) 및 지식산업센터 ☞ 기반시설, 노동환경, 지식산업센터, 작업환경, 소방시설 개선비용 지원","인력,경영,경기,2026,기초자치단체,경기도,기업환경,환경개선,양주시,제조업,노동환경,작업환경,소방시설,기반시설",시설/입지지원,1254
267,인천광역시,인천테크노파크,금융,[인천] 인천형 특별 경영안전자금 지원사업 NH농협은행 협업 자금 추가 지원 변경 공고,,,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125650,예산 소진시까지,중소기업,인천광역시 중소기업경영안정자금 지원 및 운용조례 제6조 규정 등에 의거 「인천형 특별 경영안정자금」 지원사업인 'NH농협은행 협업 자금' 추가 지원을 다음과 같이 변경 공고합니다. ☞ 인천소재 제조업 또는 제조업관련업 중소기업 - 경영안정자금 지원 업종(관내 공장을 운영중인 제조기업 또는 제조업관련업)을 영위하면서 NH농협은행 대출이 가능한 기업 - 신청일 현재 인천시 경영안정자금(이차보전) 잔여 한도가 있는 기업 ☞ 은행 대출 운전자금의 이자차액보전 지원 - 지원 금리 : 1.8%p 균등 지원,"금융,인천,2026,이자차액보전,경영안정자금,운전자금,이차보전,인천테크노파크,인천광역시,제조업,중소기업",융자,1559
268,인천광역시,인천테크노파크,금융,[인천] 인천형 특별 경영안전자금 지원사업 하나은행 협업 자금 지원 변경 공고,,,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125649,예산 소진시까지,중소기업,인천광역시 중소기업경영안정자금 지원 및 운용조례 제6조 규정 등에 의거「인천형 특별 경영안정자금」 지원사업인 '하나은행 협업 자금' 지원을 다음과 같이 변경 공고합니다. ☞ 인천 소재 제조업 또는 제조업관련업 중소기업 - 경영안정자금 지원 업종(관내 공장을 운영중인 제조기업 또는 제조업관련업)을 영위하면서 하나은행 대출이 가능한 기업 - 신청일 현재 인천시 경영안정자금(이차보전) 잔여 한도가 있는 기업 ☞ 은행 대출 운전자금의 이자차액보전 지원 - 지원 금리 : 이차보전 1.9%p 균등 지원,"금융,인천,협업자금,2026,경영안정자금,운전자금,이차보전,인천테크노파크,인천광역시,제조업,중소기업",융자,1506
269,충청남도,충남콘텐츠진흥원,창업,[충남] 2026년 천안 그린스타트업타운 스케일업 프로그램 충남 대학생 창업경진대회 참여자 모집 공고,2026-08-20,2026-08-31,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125647,,창업벤처,"충남콘텐츠진흥원 그린스타트업타운에서는 충남 도내 대학생을 대상으로 창업경진대회를 진행합니다. 체험형ㆍ실습형 창업 교육을 기반으로 창업 기초 역량을 함양하고, 우수팀 5팀 선발을 통해 최대 2백만 원 상금 시상하는 창업경진대회 프로그램에 많은 관심과 참여를 바랍니다. ☞ 충남 內 대학 소속 대학(원)생 팀(1~4인, 휴학/재학생 가능) ☞ 우수기업 선정 시 상금 시상(상위 5팀, 총 상금 규모 4백만원) 지원 - 서류 평가 우수 10팀 대상 창업 이론 및 실습 교육을 통한 기초 역량 함양 - 창업경진대회 종료 후 시상팀 대상 보도자료","창업,충남,창업이론,상금시상,충남콘텐츠진흥원,2026,성과홍보,보도자료,실습교육,창업경진대회,충청남도",예비창업자지원,1319
270,경기도,기초자치단체,경영,[경기] 시흥시 2027년 기업환경 개선사업 참여기업 모집 공고,2026-08-31,2026-09-11,2026-08-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125646,,중소기업,"관내 중소기업의 열악한 기업환경 개선을 위하여 사업비 일부를 지원하는「2027년 기업환경 개선사업」 참여기업을 아래와 같이 모집하오니 관심있는 중소기업은 신청하여 주시기 바랍니다. ☞ 시흥시 관내 제조기업 ☞ 노동복지(노동환경, 지식산업센터), 소방안전(작업환경, 소방시설)","인력,경영,경기,2026,경기도,기초자치단체,시흥시,기업환경,환경개선,중소기업,제조업,소방시설,노동환경,휴게공간,공공시설물,작업환경",시설/입지지원,1152
271,울산광역시,울산테크노파크,기술,[울산] K-함정 융합협력 플랫폼 구축 사업 R&D 과제기획 수요기업 모집 공고,2026-08-20,2026-09-02,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125645,,중소기업,"울산지역 방위산업 기업의 수요 맞춤형 과제 발굴 및 전략적 사전기획을 통한 기술경쟁력 강화를 위해 「K-함정 융합협력 플랫폼 구축 사업」의 R&D 과제기획 수요기업을 다음과 같이 공고합니다. ☞ R&D 기획 역량이 부족한 울산 지역 중소기업 - 울산 내 사업장(본사, 공장, 연구소 포함)을 보유한 기업으로, 지역 방위산업 전후방 연관 사업을 영위하는 기업 - (지원산업) 방위산업분야 R&D 기획지원(함정 MRO, 함정 혁신 제품 등) ☞ 분야별 전문가 활용을 통한 R&D 과제기획 컨설팅 및 기획보고서 작성 지원 - 전문가 활용비 기","기술,경영,울산,2026,울산광역시,울산테크노파크,중소기업,방위산업,전문가활용비,전문가,컨설팅,기획보고서작성,기획보고서,함정,R&D,R&D과제기획",기술인력/장비지원,2964
272,대구광역시,경북대학교 첨단정보통신융합산업기술원,기술,[대구] 2026년 4차 대학ㆍ기업 융합형 선도연구소 육성사업 협업ㆍ지원대상 기업 모집 공고(대구광역시 지역성장 인재양성체계(앵커)사업),2026-09-01,2026-09-28,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125644,,중소기업,"경북대학교 첨단정보통신융합산업기술원이 수행 중인 대구 앵커 사업 「대학ㆍ기업 융합형 선도연구소 육성 사업」과제와 관련하여 대학과 협력하여 기술, 제품 등을 개발할 기업을 모집하오니 신청 바랍니다. ☞ 대구광역시에 소재한 중소ㆍ중견기업 - 지원분야 : 스마트전자, 첨단부품 관련 全분야 ※ 본사, 공장, 연구소, 지사 하나 이상이 대구 지역 내 소재하고 있으며, 참여 인력은 4대보험 가입증명서로 증빙할 수 있어야 함. 사업 참여 기간 중 사업장의 역외 이전 불가(이전 시 모든 지원금 환수) ☞ 지원 분야별 지원 한도 내에서 개발비 등 ","기술,대구,2026,대구광역시,경북대학교 첨단정보통신융합산업기술원,교육부,한국연구재단,중소기업,중견기업,스마트전자,첨단부품,기술지원,장비활용,전문가매칭,전문가활용,개발비,기술개발",혼합(단독+공동),2988
273,강원특별자치도,강원정보문화산업진흥원,수출,[강원] 2026년 강원가상융합산업 혁신센터 해외 전시회 참가지원 사업 모집 공고,2026-08-19,2026-09-09,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125643,,중소기업,"(재)강원정보문화산업진흥원에서는 AI, XR, 가상융합 기업의 해외시장 진출을 위한 판로 개척과 비즈니스 기회 확대를 위해「해외 전시회 참가지원 사업」을 시행하오니 많은 관심과 참여 바랍니다. ☞ 강원특별자치도 소재 가상융합산업 분야 기업 - 전시회에서 제품ㆍ서비스 또는 콘텐츠의 전시ㆍ시연이 가능한 기업 - 해외시장 진출 및 해외 바이어 상담에 적극적으로 참여할 수 있는 기업 - 현장 전시 및 사후성과 관리에 협조할 수 있는 기업 ☞ 전시회 참가 지원, 바이어 매칭 지원(기업 당 1,100만원 내외)","수출,강원,2026,강원정보문화산업진흥원,강원특별자치도,해외전시회,가상융합,XR,AI,콘텐츠,판로개척,일본,지바현,전시회,B2B",시장개척,2861
274,대전광역시,기초자치단체,내수,[대전] 서구 2026년 사회적경제 장터 참여기업 모집 공고,2026-08-18,2026-09-04,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125642,,사회적기업,"사회적경제기업 제품 홍보 및 기업 판매 역량 강화를 위한 「2026년 서구 사회적경제 장터」행사의 참여기업을 아래와 같이 모집하오니 많은 참여 바랍니다. ☞ 공고일 현재 대전 서구 소재 사회적경제기업 - (예비)사회적기업, (예비)마을기업, (사회적)협동조합, 자활기업 등 ☞ 사회적경제기업 제품 전시ㆍ판매ㆍ홍보ㆍ체험 등 지원","내수,대전,서구,기초자치단체,대전광역시,2026,사회적경제기업,사회적기업,예비사회적기업,예비마을기업,마을기업,사회적협동조합,협동조합,자활기업,전시,판매,사회적경제장터,홍보,체험",오프라인,2595
275,경상북도,경상북도경제진흥원,인력,[경북] 김천시 2026년 중소기업 기숙사 임차비 지원사업 참여기업 추가 모집 공고,2026-08-20,2026-08-31,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125640,,중소기업,경상북도경제진흥원에서는 김천시 소재 중소기업의 주거지원을 통한 우수인력 확보 및 장기 재직 지원으로 지역경제 활성화를 도모하고자 「2026년 김천시 중소기업 기숙사 임차비 지원사업」 참여기업을 모집하오니 많은 참여 바랍니다. ☞ 김천시 소재 중소기업 중 아파트ㆍ빌라ㆍ공동주택ㆍ주거용 오피스텔ㆍ다가구주택 등을 임차하여 기숙사로 사용하는 기업 - 본사 또는 공장 등 사업장이 김천시에 소재한 제조 중소기업 가. 공장등록증을 보유하고 신청일 기준 가동 중인 기업 나. 공장의 건축면적 또는 이에 준하는 사업장 면적이 500㎡ 미만인 기업체는 ,"인력,경북,오피스텔,다가구주택,2026,빌라,공동주택,아파트,기숙사임차비,김천시,기숙사,임차비,경상북도경제진흥원,경상북도,제조업,중소기업",고용유지,2593
276,중소벤처기업부,대전일자리경제진흥원,수출,[대전] 2026년 베트남 호치민 K-라이프 커넥트데이 수출컨소시엄 참여기업 모집 공고,2026-08-18,2026-08-31,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125638,,중소기업,"중소벤처기업부와 대전광역시에서는 관내 우수 바이오(뷰티)산업 분야 및 식품(푸드)산업분야 중소기업의 베트남 시장 진출 및 현지 브랜드 인지도 제고를 위하여 「2026년 베트남 호치민 K-라이프 커넥트데이 수출컨소시엄」참여기업을 다음과 같이 모집하오니 관심 있는 기업의 많은 신청 바랍니다. ☞ 대전 관내 중소기업(K-뷰티ㆍ바이오 화장품, K-푸드 분야) ☞ B2B 진성 바이어 매칭 및 통역 50% 지원 (1사 1인 전담 배치) - 물류비(1cbm 당 최대 600,000원 지원 - 상담장 임차료, 기본 장치비, 시식/시연(1사 1부스)","수출,대전,커넥트데이,2026,K-푸드,K-뷰티,인플루언서,구축비,호치민,임차료,물류비,바이어매칭,콘텐츠제작,통역,장치비,대전일자리경제진흥원,라이브커머스,화장품,중소벤처기업부,베트남,마케팅,중소기업",해외진출,2639
277,경상북도,경상북도경제진흥원,인력,[경북] 고령군 2026년 중소기업 기숙사 임차비 지원사업 참여기업 추가모집 공고,2026-08-20,2026-09-18,2026-08-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125637,,중소기업,경상북도경제진흥원에서는 고령군 소재 중소기업의 주거지원을 통한 우수인력 확보 및 장기 재직 지원으로 지역경제 활성화를 도모하고자「2026년 고령군 중소기업 기숙사 임차비 지원사업」 참여기업을 모집하오니 많은 참여 바랍니다. ☞ 고령군 소재 중소기업 중 아파트ㆍ빌라ㆍ공동주택ㆍ주거용 오피스텔ㆍ다가구주택 등을 임차하여 기숙사로 사용하는 기업 - 본사 또는 공장 등 사업장이 고령군에 소재한 제조 중소기업 ☞ 재직 근로자 기숙사로 사용하기 위해 기업에서 임차한 관내 아파트ㆍ빌라ㆍ공동주택ㆍ주거용 오피스텔·다가구주택 등의 임차비 90% 지원 -,"인력,경북,중소기업기숙사,2026,주거지원,기숙사임차비,고령군,임차료,기숙사,경상북도경제진흥원,제조기업,경상북도,중소기업",고용유지,2496
